instanceType,vCpus,vCpuCores,memorySizeInGiB,gpuCount,gpuTotalGpuMemoryInGiB,onDemandLinuxHr,spotLinuxHr,vCpuThreadsPerCore,storageTotalSizeInGB,storage,networkPerformance,gpuName,processorClockSpeedInGhz,instanceFamilyName
r6id.16xlarge,64.0,32.0,512.0,0,0.0,4.8384,1.4174,2.0,3800.0,"2 x 1900 NVMe SSD","25 Gigabit","",3.5,"Memory optimized"
r6id.24xlarge,96.0,48.0,768.0,0,0.0,7.2576,2.1603,2.0,5700.0,"4 x 1425 NVMe SSD","37.5 Gigabit","",3.5,"Memory optimized"
r6id.2xlarge,8.0,4.0,64.0,0,0.0,0.6048,0.2278,2.0,474.0,"1 x 474 NVMe SSD","Up to 12.5 Gigabit","",3.5,"Memory optimized"
r6id.32xlarge,128.0,64.0,1024.0,0,0.0,9.6768,2.3703,2.0,7600.0,"4 x 1900 NVMe SSD","50 Gigabit","",3.5,"Memory optimized"
r6id.4xlarge,16.0,8.0,128.0,0,0.0,1.2096,0.4935,2.0,950.0,"1 x 950 NVMe SSD","Up to 12.5 Gigabit","",3.5,"Memory optimized"
r6id.8xlarge,32.0,16.0,256.0,0,0.0,2.4192,0.7685,2.0,1900.0,"1 x 1900 NVMe SSD","12.5 Gigabit","",3.5,"Memory optimized"
r6id.large,2.0,1.0,16.0,0,0.0,0.1512,0.044,2.0,118.0,"1 x 118 NVMe SSD","Up to 12.5 Gigabit","",3.5,"Memory optimized"
r6id.metal,128.0,64.0,1024.0,0,0.0,9.6768,2.7205,2.0,7600.0,"4 x 1900 NVMe SSD","50 Gigabit","",3.5,"Memory optimized"
r6id.xlarge,4.0,2.0,32.0,0,0.0,0.3024,0.1337,2.0,237.0,"1 x 237 NVMe SSD","Up to 12.5 Gigabit","",3.5,"Memory optimized"
r6idn.12xlarge,48.0,24.0,384.0,0,0.0,4.6894,1.6442,2.0,2850.0,"2 x 1425 NVMe SSD","75 Gigabit","",3.5,"Memory optimized"
r6idn.16xlarge,64.0,32.0,512.0,0,0.0,6.2525,1.6723,2.0,3800.0,"2 x 1900 NVMe SSD","100 Gigabit","",3.5,"Memory optimized"
r6idn.24xlarge,96.0,48.0,768.0,0,0.0,9.3787,2.3908,2.0,5700.0,"4 x 1425 NVMe SSD","150 Gigabit","",3.5,"Memory optimized"
r6idn.2xlarge,8.0,4.0,64.0,0,0.0,0.7816,0.328,2.0,474.0,"1 x 474 NVMe SSD","Up to 40 Gigabit","",3.5,"Memory optimized"
r6idn.32xlarge,128.0,64.0,1024.0,0,0.0,12.505,1.2505,2.0,7600.0,"4 x 1900 NVMe SSD","200 Gigabit","",3.5,"Memory optimized"
r6idn.4xlarge,16.0,8.0,128.0,0,0.0,1.5631,0.557,2.0,950.0,"1 x 950 NVMe SSD","Up to 50 Gigabit","",3.5,"Memory optimized"
r6idn.8xlarge,32.0,16.0,256.0,0,0.0,3.1262,0.9139,2.0,1900.0,"1 x 1900 NVMe SSD","50 Gigabit","",3.5,"Memory optimized"
r6idn.large,2.0,1.0,16.0,0,0.0,0.1954,0.0552,2.0,118.0,"1 x 118 NVMe SSD","Up to 25 Gigabit","",3.5,"Memory optimized"
r6idn.metal,128.0,64.0,1024.0,0,0.0,12.505,1.6184,2.0,7600.0,"4 x 1900 NVMe SSD","200 Gigabit","",3.5,"Memory optimized"
r6idn.xlarge,4.0,2.0,32.0,0,0.0,0.3908,0.1615,2.0,237.0,"1 x 237 NVMe SSD","Up to 30 Gigabit","",3.5,"Memory optimized"
r6in.12xlarge,48.0,24.0,384.0,0,0.0,4.1839,1.4571,2.0,0.0,"EBS only","75 Gigabit","",3.5,"Memory optimized"
r6in.16xlarge,64.0,32.0,512.0,0,0.0,5.5786,1.075,2.0,0.0,"EBS only","100 Gigabit","",3.5,"Memory optimized"
r6in.24xlarge,96.0,48.0,768.0,0,0.0,8.3678,1.664,2.0,0.0,"EBS only","150 Gigabit","",3.5,"Memory optimized"
r6in.2xlarge,8.0,4.0,64.0,0,0.0,0.6973,0.3206,2.0,0.0,"EBS only","Up to 40 Gigabit","",3.5,"Memory optimized"
r6in.32xlarge,128.0,64.0,1024.0,0,0.0,11.1571,1.1318,2.0,0.0,"EBS only","200 Gigabit","",3.5,"Memory optimized"
r6in.4xlarge,16.0,8.0,128.0,0,0.0,1.3946,0.5784,2.0,0.0,"EBS only","Up to 50 Gigabit","",3.5,"Memory optimized"
r6in.8xlarge,32.0,16.0,256.0,0,0.0,2.7893,0.286,2.0,0.0,"EBS only","50 Gigabit","",3.5,"Memory optimized"
r6in.large,2.0,1.0,16.0,0,0.0,0.1743,0.0174,2.0,0.0,"EBS only","Up to 25 Gigabit","",3.5,"Memory optimized"
r6in.metal,128.0,64.0,1024.0,0,0.0,11.1571,1.1157,2.0,0.0,"EBS only","200 Gigabit","",3.5,"Memory optimized"
r6in.xlarge,4.0,2.0,32.0,0,0.0,0.3487,0.1048,2.0,0.0,"EBS only","Up to 30 Gigabit","",3.5,"Memory optimized"
r7a.12xlarge,48.0,48.0,384.0,0,0.0,3.6516,0.728,1.0,0.0,"EBS only","18.75 Gigabit","",3.7,"Memory optimized"
r7a.16xlarge,64.0,64.0,512.0,0,0.0,4.8688,0.8651,1.0,0.0,"EBS only","25 Gigabit","",3.7,"Memory optimized"
r7a.24xlarge,96.0,96.0,768.0,0,0.0,7.3032,1.1224,1.0,0.0,"EBS only","37.5 Gigabit","",3.7,"Memory optimized"
r7a.2xlarge,8.0,8.0,64.0,0,0.0,0.6086,0.2429,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.7,"Memory optimized"
r7a.32xlarge,128.0,128.0,1024.0,0,0.0,9.7376,0.9738,1.0,0.0,"EBS only","50 Gigabit","",3.7,"Memory optimized"
r7a.48xlarge,192.0,192.0,1536.0,0,0.0,14.6064,3.2272,1.0,0.0,"EBS only","50 Gigabit","",3.7,"Memory optimized"
r7a.4xlarge,16.0,16.0,128.0,0,0.0,1.2172,0.4928,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.7,"Memory optimized"
r7a.8xlarge,32.0,32.0,256.0,0,0.0,2.4344,0.2434,1.0,0.0,"EBS only","12.5 Gigabit","",3.7,"Memory optimized"
r7a.large,2.0,2.0,16.0,0,0.0,0.1522,0.052,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.7,"Memory optimized"
r7a.medium,1.0,1.0,8.0,0,0.0,0.0761,0.019,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.7,"Memory optimized"
r7a.metal-48xl,192.0,192.0,1536.0,0,0.0,14.6064,3.7598,1.0,0.0,"EBS only","50 Gigabit","",3.7,"Memory optimized"
r7a.xlarge,4.0,4.0,32.0,0,0.0,0.3043,0.1132,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.7,"Memory optimized"
r7g.12xlarge,48.0,48.0,384.0,0,0.0,2.5704,0.2577,1.0,0.0,"EBS only","22.5 Gigabit","",2.6,"Memory optimized"
r7g.16xlarge,64.0,64.0,512.0,0,0.0,3.4272,0.3427,1.0,0.0,"EBS only","30 Gigabit","",2.6,"Memory optimized"
r7g.2xlarge,8.0,8.0,64.0,0,0.0,0.4284,0.142,1.0,0.0,"EBS only","Up to 15 Gigabit","",2.6,"Memory optimized"
r7g.4xlarge,16.0,16.0,128.0,0,0.0,0.8568,0.3297,1.0,0.0,"EBS only","Up to 15 Gigabit","",2.6,"Memory optimized"
r7g.8xlarge,32.0,32.0,256.0,0,0.0,1.7136,0.2493,1.0,0.0,"EBS only","15 Gigabit","",2.6,"Memory optimized"
r7g.large,2.0,2.0,16.0,0,0.0,0.1071,0.0309,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",2.6,"Memory optimized"
r7g.medium,1.0,1.0,8.0,0,0.0,0.0536,0.0221,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",2.6,"Memory optimized"
r7g.metal,64.0,64.0,512.0,0,0.0,3.4272,0.4845,1.0,0.0,"EBS only","30 Gigabit","",2.6,"Memory optimized"
r7g.xlarge,4.0,4.0,32.0,0,0.0,0.2142,0.0503,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",2.6,"Memory optimized"
r7gd.12xlarge,48.0,48.0,384.0,0,0.0,3.2659,0.3266,1.0,2850.0,"2 x 1425 NVMe SSD","22.5 Gigabit","",2.6,"Memory optimized"
r7gd.16xlarge,64.0,64.0,512.0,0,0.0,4.3546,1.0841,1.0,3800.0,"2 x 1900 NVMe SSD","30 Gigabit","",2.6,"Memory optimized"
r7gd.2xlarge,8.0,8.0,64.0,0,0.0,0.5443,0.1946,1.0,474.0,"1 x 475 NVMe SSD","Up to 15 Gigabit","",2.6,"Memory optimized"
r7gd.4xlarge,16.0,16.0,128.0,0,0.0,1.0886,0.5451,1.0,950.0,"1 x 950 NVMe SSD","Up to 15 Gigabit","",2.6,"Memory optimized"
r7gd.8xlarge,32.0,32.0,256.0,0,0.0,2.1773,0.6503,1.0,1900.0,"1 x 1900 NVMe SSD","15 Gigabit","",2.6,"Memory optimized"
r7gd.large,2.0,2.0,16.0,0,0.0,0.1361,0.0425,1.0,118.0,"1 x 118 NVMe SSD","Up to 12.5 Gigabit","",2.6,"Memory optimized"
r7gd.medium,1.0,1.0,8.0,0,0.0,0.068,0.0176,1.0,59.0,"1 x 59 NVMe SSD","Up to 12.5 Gigabit","",2.6,"Memory optimized"
r7gd.metal,64.0,64.0,512.0,0,0.0,4.3546,0.4355,1.0,3800.0,"2 x 1900 NVMe SSD","30 Gigabit","",2.6,"Memory optimized"
r7gd.xlarge,4.0,4.0,32.0,0,0.0,0.2722,0.1144,1.0,237.0,"1 x 237 NVMe SSD","Up to 12.5 Gigabit","",2.6,"Memory optimized"
r7i.12xlarge,48.0,24.0,384.0,0,0.0,3.1752,0.9189,2.0,0.0,"EBS only","18.75 Gigabit","",3.2,"Memory optimized"
r7i.16xlarge,64.0,32.0,512.0,0,0.0,4.2336,0.4234,2.0,0.0,"EBS only","25 Gigabit","",3.2,"Memory optimized"
r7i.24xlarge,96.0,48.0,768.0,0,0.0,6.3504,1.395,2.0,0.0,"EBS only","37.5 Gigabit","",3.2,"Memory optimized"
r7i.2xlarge,8.0,4.0,64.0,0,0.0,0.5292,0.1995,2.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.2,"Memory optimized"
r7i.48xlarge,192.0,96.0,1536.0,0,0.0,12.7008,4.6876,2.0,0.0,"EBS only","50 Gigabit","",3.2,"Memory optimized"
r7i.4xlarge,16.0,8.0,128.0,0,0.0,1.0584,0.304,2.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.2,"Memory optimized"
r7i.8xlarge,32.0,16.0,256.0,0,0.0,2.1168,0.2117,2.0,0.0,"EBS only","12.5 Gigabit","",3.2,"Memory optimized"
r7i.large,2.0,1.0,16.0,0,0.0,0.1323,0.0396,2.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.2,"Memory optimized"
r7i.metal-24xl,96.0,48.0,768.0,0,0.0,6.3504,0.635,2.0,0.0,"EBS only","37.5 Gigabit","",3.2,"Memory optimized"
r7i.metal-48xl,192.0,96.0,1536.0,0,0.0,12.7008,1.2701,2.0,0.0,"EBS only","50 Gigabit","",3.2,"Memory optimized"
r7i.xlarge,4.0,2.0,32.0,0,0.0,0.2646,0.1021,2.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.2,"Memory optimized"
r7iz.12xlarge,48.0,24.0,384.0,0,0.0,4.464,1.1293,2.0,0.0,"EBS only","25 Gigabit","",3.9,"Memory optimized"
r7iz.16xlarge,64.0,32.0,512.0,0,0.0,5.952,0.6395,2.0,0.0,"EBS only","25 Gigabit","",3.9,"Memory optimized"
r7iz.2xlarge,8.0,4.0,64.0,0,0.0,0.744,0.2661,2.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.9,"Memory optimized"
r7iz.32xlarge,128.0,64.0,1024.0,0,0.0,11.904,2.5427,2.0,0.0,"EBS only","50 Gigabit","",3.9,"Memory optimized"
r7iz.4xlarge,16.0,8.0,128.0,0,0.0,1.488,0.4757,2.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.9,"Memory optimized"
r7iz.8xlarge,32.0,16.0,256.0,0,0.0,2.976,0.5579,2.0,0.0,"EBS only","12.5 Gigabit","",3.9,"Memory optimized"
r7iz.large,2.0,1.0,16.0,0,0.0,0.186,0.0394,2.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.9,"Memory optimized"
r7iz.metal-16xl,64.0,32.0,512.0,0,0.0,5.952,0.6105,2.0,0.0,"EBS only","25 Gigabit","",3.9,"Memory optimized"
r7iz.metal-32xl,128.0,64.0,1024.0,0,0.0,11.904,1.3507,2.0,0.0,"EBS only","50 Gigabit","",3.9,"Memory optimized"
r7iz.xlarge,4.0,2.0,32.0,0,0.0,0.372,0.11,2.0,0.0,"EBS only","Up to 12.5 Gigabit","",3.9,"Memory optimized"
r8g.12xlarge,48.0,48.0,384.0,0,0.0,2.8277,0.6748,1.0,0.0,"EBS only","22.5 Gigabit","",2.8,"Memory optimized"
r8g.16xlarge,64.0,64.0,512.0,0,0.0,3.7702,0.531,1.0,0.0,"EBS only","30 Gigabit","",2.8,"Memory optimized"
r8g.24xlarge,96.0,96.0,768.0,0,0.0,5.6554,0.6738,1.0,0.0,"EBS only","40 Gigabit","",2.8,"Memory optimized"
r8g.2xlarge,8.0,8.0,64.0,0,0.0,0.4713,0.1536,1.0,0.0,"EBS only","Up to 15 Gigabit","",2.8,"Memory optimized"
r8g.48xlarge,192.0,192.0,1536.0,0,0.0,11.3107,1.8533,1.0,0.0,"EBS only","50 Gigabit","",2.7,"Memory optimized"
r8g.4xlarge,16.0,16.0,128.0,0,0.0,0.9426,0.2988,1.0,0.0,"EBS only","Up to 15 Gigabit","",2.8,"Memory optimized"
r8g.8xlarge,32.0,32.0,256.0,0,0.0,1.8851,0.2263,1.0,0.0,"EBS only","15 Gigabit","",2.8,"Memory optimized"
r8g.large,2.0,2.0,16.0,0,0.0,0.1178,0.0375,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",2.8,"Memory optimized"
r8g.medium,1.0,1.0,8.0,0,0.0,0.0589,0.0173,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",2.8,"Memory optimized"
r8g.metal-24xl,96.0,96.0,768.0,0,0.0,5.6554,0.5655,1.0,0.0,"EBS only","40 Gigabit","",2.8,"Memory optimized"
r8g.metal-48xl,192.0,192.0,1536.0,0,0.0,11.3107,1.1311,1.0,0.0,"EBS only","50 Gigabit","",2.7,"Memory optimized"
r8g.xlarge,4.0,4.0,32.0,0,0.0,0.2356,0.0744,1.0,0.0,"EBS only","Up to 12.5 Gigabit","",2.8,"Memory optimized"
t1.micro,1.0,1.0,0.61,0,0.0,0.02,0.002,1.0,0.0,"EBS only","Very Low","",0.0,"Micro instances"
t2.2xlarge,8.0,8.0,32.0,0,0.0,0.3712,0.0371,1.0,0.0,"EBS only",Moderate,"",2.3,"General purpose"
t2.large,2.0,2.0,8.0,0,0.0,0.0928,0.0239,1.0,0.0,"EBS only","Low to Moderate","",2.3,"General purpose"
t2.medium,2.0,2.0,4.0,0,0.0,0.0464,0.0103,1.0,0.0,"EBS only","Low to Moderate","",2.3,"General purpose"
t2.micro,1.0,1.0,1.0,0,0.0,0.0116,0.0014,1.0,0.0,"EBS only","Low to Moderate","",2.5,"General purpose"
t2.nano,1.0,1.0,0.5,0,0.0,0.0058,0.0,1.0,0.0,"EBS only","Low to Moderate","",2.4,"General purpose"
t2.small,1.0,1.0,2.0,0,0.0,0.023,0.0059,1.0,0.0,"EBS only","Low to Moderate","",2.5,"General purpose"
t2.xlarge,4.0,4.0,16.0,0,0.0,0.1856,0.04,1.0,0.0,"EBS only",Moderate,"",2.3,"General purpose"
t3.2xlarge,8.0,4.0,32.0,0,0.0,0.3328,0.0887,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t3.large,2.0,1.0,8.0,0,0.0,0.0832,0.0274,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t3.medium,2.0,1.0,4.0,0,0.0,0.0416,0.0167,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t3.micro,2.0,1.0,1.0,0,0.0,0.0104,0.002,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t3.nano,2.0,1.0,0.5,0,0.0,0.0052,0.0,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t3.small,2.0,1.0,2.0,0,0.0,0.0208,0.0057,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t3.xlarge,4.0,2.0,16.0,0,0.0,0.1664,0.0589,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t3a.2xlarge,8.0,4.0,32.0,0,0.0,0.3008,0.1035,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.2,"General purpose"
t3a.large,2.0,1.0,8.0,0,0.0,0.0752,0.0218,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.2,"General purpose"
t3a.medium,2.0,1.0,4.0,0,0.0,0.0376,0.0099,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.2,"General purpose"
t3a.micro,2.0,1.0,1.0,0,0.0,0.0094,0.0027,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.2,"General purpose"
t3a.nano,2.0,1.0,0.5,0,0.0,0.0047,0.0012,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.2,"General purpose"
t3a.small,2.0,1.0,2.0,0,0.0,0.0188,0.0055,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.2,"General purpose"
t3a.xlarge,4.0,2.0,16.0,0,0.0,0.1504,0.0214,2.0,0.0,"EBS only","Up to 5 Gigabit","",2.2,"General purpose"
t4g.2xlarge,8.0,8.0,32.0,0,0.0,0.2688,0.0809,1.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t4g.large,2.0,2.0,8.0,0,0.0,0.0672,0.0096,1.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t4g.medium,2.0,2.0,4.0,0,0.0,0.0336,0.0077,1.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t4g.micro,2.0,2.0,1.0,0,0.0,0.0084,0.0023,1.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t4g.nano,2.0,2.0,0.5,0,0.0,0.0042,0.0,1.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t4g.small,2.0,2.0,2.0,0,0.0,0.0168,0.0057,1.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
t4g.xlarge,4.0,4.0,16.0,0,0.0,0.1344,0.0436,1.0,0.0,"EBS only","Up to 5 Gigabit","",2.5,"General purpose"
trn1.2xlarge,8.0,4.0,32.0,0,0.0,1.3438,0.2969,2.0,474.0,"1 x 475 NVMe SSD","Up to 12.5 Gigabit","",3.5,"Machine Learning ASIC Instances"
trn1.32xlarge,128.0,64.0,512.0,0,0.0,21.5,2.15,2.0,7600.0,"4 x 1900 NVMe SSD","8x 100 Gigabit","",3.5,"Machine Learning ASIC Instances"
trn1n.32xlarge,128.0,64.0,512.0,0,0.0,24.78,6.1441,2.0,7600.0,"4 x 1900 NVMe SSD","16x 100 Gigabit","",3.5,"Machine Learning ASIC Instances"
u-12tb1.112xlarge,448.0,224.0,12288.0,0,0.0,109.2,0.0,2.0,0.0,"EBS only","100 Gigabit","",2.1,"Memory optimized"
u-18tb1.112xlarge,448.0,224.0,18432.0,0,0.0,163.8,0.0,2.0,0.0,"EBS only","100 Gigabit","",2.7,"Memory optimized"
u-24tb1.112xlarge,448.0,224.0,24576.0,0,0.0,218.4,0.0,2.0,0.0,"EBS only","100 Gigabit","",2.7,"Memory optimized"
u-3tb1.56xlarge,224.0,112.0,3072.0,0,0.0,27.3,0.0,2.0,0.0,"EBS only","50 Gigabit","",2.1,"Memory optimized"
u-6tb1.112xlarge,448.0,224.0,6144.0,0,0.0,54.6,0.0,2.0,0.0,"EBS only","100 Gigabit","",2.1,"Memory optimized"
u-6tb1.56xlarge,224.0,224.0,6144.0,0,0.0,46.4039,0.0,1.0,0.0,"EBS only","100 Gigabit","",2.1,"Memory optimized"
u-9tb1.112xlarge,448.0,224.0,9216.0,0,0.0,81.9,0.0,2.0,0.0,"EBS only","100 Gigabit","",2.1,"Memory optimized"
u7i-12tb.224xlarge,896.0,448.0,12288.0,0,0.0,135.2277,0.0,2.0,0.0,"EBS only","100 Gigabit","",1.9,"Memory optimized"
u7i-6tb.112xlarge,448.0,224.0,6144.0,0,0.0,62.79,0.0,2.0,0.0,"EBS only","100 Gigabit","",1.9,"Memory optimized"
u7i-8tb.112xlarge,448.0,224.0,8192.0,0,0.0,83.72,0.0,2.0,0.0,"EBS only","100 Gigabit","",1.9,"Memory optimized"
u7in-16tb.224xlarge,896.0,448.0,16384.0,0,0.0,180.4756,0.0,2.0,0.0,"EBS only","200 Gigabit","",1.9,"Memory optimized"
u7in-24tb.224xlarge,896.0,448.0,24576.0,0,0.0,270.7313,0.0,2.0,0.0,"EBS only","200 Gigabit","",1.9,"Memory optimized"
u7in-32tb.224xlarge,896.0,448.0,32768.0,0,0.0,360.9869,0.0,2.0,0.0,"EBS only","200 Gigabit","",1.9,"Memory optimized"
vt1.24xlarge,96.0,48.0,192.0,0,0.0,5.2,1.37,2.0,0.0,"EBS only","25 Gigabit","",2.5,"Media Accelerator Instances"
vt1.3xlarge,12.0,6.0,24.0,0,0.0,0.65,0.165,2.0,0.0,"EBS only","3.12 Gigabit","",2.5,"Media Accelerator Instances"
vt1.6xlarge,24.0,12.0,48.0,0,0.0,1.3,0.2939,2.0,0.0,"EBS only","6.25 Gigabit","",2.5,"Media Accelerator Instances"
x1.16xlarge,64.0,32.0,976.0,0,0.0,6.669,1.1805,2.0,1920.0,"1 x 1920 SSD","10 Gigabit","",2.3,"Memory optimized"
x1.32xlarge,128.0,64.0,1952.0,0,0.0,13.338,1.3338,2.0,3840.0,"2 x 1920 SSD","25 Gigabit","",2.3,"Memory optimized"
x1e.16xlarge,64.0,32.0,1952.0,0,0.0,13.344,1.3417,2.0,1920.0,"1 x 1920 SSD","10 Gigabit","",2.3,"Memory optimized"
x1e.2xlarge,8.0,4.0,244.0,0,0.0,1.668,0.3511,2.0,240.0,"1 x 240 SSD","Up to 10 Gigabit","",2.3,"Memory optimized"
x1e.32xlarge,128.0,64.0,3904.0,0,0.0,26.688,2.6688,2.0,3840.0,"2 x 1920 SSD","25 Gigabit","",2.3,"Memory optimized"
x1e.4xlarge,16.0,8.0,488.0,0,0.0,3.336,0.8133,2.0,480.0,"1 x 480 SSD","Up to 10 Gigabit","",2.3,"Memory optimized"
x1e.8xlarge,32.0,16.0,976.0,0,0.0,6.672,2.2913,2.0,960.0,"1 x 960 SSD","Up to 10 Gigabit","",2.3,"Memory optimized"
x1e.xlarge,4.0,2.0,122.0,0,0.0,0.834,0.101,2.0,120.0,"1 x 120 SSD","Up to 10 Gigabit","",2.3,"Memory optimized"
x2gd.12xlarge,48.0,48.0,768.0,0,0.0,4.008,0.473,1.0,2850.0,"2 x 1425 SSD","20 Gigabit","",2.5,"Memory optimized"
x2gd.16xlarge,64.0,64.0,1024.0,0,0.0,5.344,0.9605,1.0,3800.0,"2 x 1900 SSD","25 Gigabit","",2.5,"Memory optimized"
x2gd.2xlarge,8.0,8.0,128.0,0,0.0,0.668,0.0668,1.0,475.0,"1 x 474 SSD","Up to 10 Gigabit","",2.5,"Memory optimized"
x2gd.4xlarge,16.0,16.0,256.0,0,0.0,1.336,0.1732,1.0,950.0,"1 x 950 SSD","Up to 10 Gigabit","",2.5,"Memory optimized"
x2gd.8xlarge,32.0,32.0,512.0,0,0.0,2.672,0.5087,1.0,1900.0,"1 x 1900 SSD","12 Gigabit","",2.5,"Memory optimized"
x2gd.large,2.0,2.0,32.0,0,0.0,0.167,0.0458,1.0,118.0,"1 x 118 SSD","Up to 10 Gigabit","",2.5,"Memory optimized"
x2gd.medium,1.0,1.0,16.0,0,0.0,0.0835,0.0179,1.0,59.0,"1 x 59 SSD","Up to 10 Gigabit","",2.5,"Memory optimized"
x2gd.metal,64.0,64.0,1024.0,0,0.0,5.344,0.5344,1.0,3800.0,"2 x 1900 SSD","25 Gigabit","",2.5,"Memory optimized"
x2gd.xlarge,4.0,4.0,64.0,0,0.0,0.334,0.058,1.0,237.0,"1 x 237 SSD","Up to 10 Gigabit","",2.5,"Memory optimized"
x2idn.16xlarge,64.0,32.0,1024.0,0,0.0,6.669,2.1926,2.0,1900.0,"1 x 1900 NVMe SSD","50 Gigabit","",3.5,"Memory optimized"
x2idn.24xlarge,96.0,48.0,1536.0,0,0.0,10.0035,1.1183,2.0,2850.0,"2 x 1425 NVMe SSD","75 Gigabit","",3.5,"Memory optimized"
x2idn.32xlarge,128.0,64.0,2048.0,0,0.0,13.338,1.3638,2.0,3800.0,"2 x 1900 NVMe SSD","100 Gigabit","",3.5,"Memory optimized"
x2idn.metal,128.0,64.0,2048.0,0,0.0,13.338,1.9554,2.0,3800.0,"2 x 1900 NVMe SSD","100 Gigabit","",3.5,"Memory optimized"
x2iedn.16xlarge,64.0,32.0,2048.0,0,0.0,13.338,1.8082,2.0,1900.0,"1 x 1900 NVMe SSD","50 Gigabit","",3.5,"Memory optimized"
x2iedn.24xlarge,96.0,48.0,3072.0,0,0.0,20.007,2.0007,2.0,2850.0,"2 x 1425 NVMe SSD","75 Gigabit","",3.5,"Memory optimized"
x2iedn.2xlarge,8.0,4.0,256.0,0,0.0,1.6672,0.3686,2.0,237.0,"1 x 237 NVMe SSD","Up to 25 Gigabit","",3.5,"Memory optimized"
x2iedn.32xlarge,128.0,64.0,4096.0,0,0.0,26.676,2.7161,2.0,3800.0,"2 x 1900 NVMe SSD","100 Gigabit","",3.5,"Memory optimized"
x2iedn.4xlarge,16.0,8.0,512.0,0,0.0,3.3345,0.8602,2.0,475.0,"1 x 475 NVMe SSD","Up to 25 Gigabit","",3.5,"Memory optimized"
x2iedn.8xlarge,32.0,16.0,1024.0,0,0.0,6.669,1.6859,2.0,950.0,"1 x 950 NVMe SSD","25 Gigabit","",3.5,"Memory optimized"
x2iedn.metal,128.0,64.0,4096.0,0,0.0,26.676,2.6676,2.0,3800.0,"2 x 1900 NVMe SSD","100 Gigabit","",3.5,"Memory optimized"
x2iedn.xlarge,4.0,2.0,128.0,0,0.0,0.8336,0.2077,2.0,118.0,"1 x 118 NVMe SSD","Up to 25 Gigabit","",3.5,"Memory optimized"
x2iezn.12xlarge,48.0,24.0,1536.0,0,0.0,10.008,2.8144,2.0,0.0,"EBS only","100 Gigabit","",4.5,"Memory optimized"
x2iezn.2xlarge,8.0,4.0,256.0,0,0.0,1.668,0.3997,2.0,0.0,"EBS only","Up to 25 Gigabit","",4.5,"Memory optimized"
x2iezn.4xlarge,16.0,8.0,512.0,0,0.0,3.336,0.8751,2.0,0.0,"EBS only","Up to 25 Gigabit","",4.5,"Memory optimized"
x2iezn.6xlarge,24.0,12.0,768.0,0,0.0,5.004,1.2129,2.0,0.0,"EBS only","50 Gigabit","",4.5,"Memory optimized"
x2iezn.8xlarge,32.0,16.0,1024.0,0,0.0,6.672,2.2297,2.0,0.0,"EBS only","75 Gigabit","",4.5,"Memory optimized"
x2iezn.metal,48.0,24.0,1536.0,0,0.0,10.008,1.0008,2.0,0.0,"EBS only","100 Gigabit","",4.5,"Memory optimized"
x8g.12xlarge,48.0,48.0,768.0,0,0.0,4.6896,0.4707,1.0,0.0,"EBS only","22.5 Gigabit","",2.8,"Memory optimized"
